comp,normed_rescaled_cond,radius_um,angle_rad,intensity_mWPERmm2
8399_0.06218722480030967,0.0708913156035219,0.0,0.0,2.187578125
8406_0.34629233191212266,0.066756045360722,0.0,0.0,2.187578125
8413_0.01628066408587362,0.0912672203225169,0.0,0.0,2.187578125
8418_0.6615779012378714,0.0577937375297748,0.0,0.0,2.187578125
8425_0.9999999372990098,0.0047023345694053,0.0,0.0,2.187578125
8435_0.3227827510454589,0.0664641030238998,0.0,0.0,2.187578125
8443_0.9822646900866345,0.0756275456454049,0.0,0.0,2.187578125
8451_0.9999999962282151,0.0893921153143118,0.0,0.0,2.187578125
8462_0.9670400989640215,0.0739341960217803,0.0,0.0,2.187578125
8476_0.08111367932070736,0.0724357261598879,0.0,0.0,2.187578125
8486_0.9999999985934861,0.1498744593902311,0.0,0.0,2.187578125
8488_0.9999999971183261,1.082895496763315,0.0,0.0,2.187578125
8496_0.9999999948105337,0.2534261957719453,0.0,0.0,2.187578125
8501_0.7835404178983713,0.2693934150844985,0.0,0.0,2.187578125
8509_0.9999999952376464,0.175564583189934,0.0,0.0,2.187578125
8514_0.9999999947155747,0.1539363419406194,0.0,0.0,2.187578125
8526_0.3088158396007394,0.0460598081874177,0.0,0.0,2.187578125
8537_0.1486349954700875,0.0948431198653423,0.0,0.0,2.187578125
8543_0.7794157145221067,0.1120976099238551,0.0,0.0,2.187578125
8546_0.3897094248304686,0.0988883817528278,0.0,0.0,2.187578125
8548_0.9999999986295621,0.0867662746881929,0.0,0.0,2.187578125
8553_0.9999999971199501,0.2778247376128568,0.0,0.0,2.187578125
8563_0.4633577443327,0.1115356363963503,0.0,0.0,2.187578125
8572_0.107253206641262,0.1078840929014258,0.0,0.0,2.187578125
8581_0.3516953928046606,0.0555068426219554,0.0,0.0,2.187578125
8590_0.999999524193638,0.0006763741822893,0.0,0.0,2.187578125
8600_0.22673619320131075,0.2509346504015794,0.0,0.0,2.187578125
8611_0.9999997045401932,0.0028763152833136,0.0,0.0,2.187578125
8618_0.9999999975394352,0.3277435058537974,0.0,0.0,2.187578125
